type	classe	imageName	date	scene	Vmin	Vmax	Vmean	Rmin	Rmax	Rmean	NIRmin	NIRmax	NIRmean	MIRmin	MIRmax	MIRmean	evi2min	evi2max	evi2mean	ndcimin	ndcimax	ndcimean	ndvimin	ndvimax	ndvimean	mntmin	mntmax	mntmean	ndwimin	ndwimax	ndwimean
foret	10	20121008-691-345	20121008	691-345	131	369	263,2	26	54	33,15	47	72	58,44	82	160	121,96	0,22	0,56	0,46	0,38	0,65	0,57	0,14	0,33	0,28	NA	NA	NA	-0,65	-0,38	-0,57
foret	10	20121008-691-345	20121008	691-345	134	391	260,84	26	64	34,1	47	82	58,9	78	168	129,3	0,19	0,55	0,44	0,35	0,67	0,58	0,12	0,33	0,27	NA	NA	NA	-0,67	-0,35	-0,58
nuage	6	20140905-691-345	20140905	691-345	357	392	377,6	161	212	192	183	232	212,2	232	272	257,8	0,07	0,1	0,08	0,12	0,18	0,15	0,04	0,06	0,05	NA	NA	NA	-0,18	-0,12	-0,15
vegbasse	2	20140905-691-345	20140905	691-345	264	430	347,13	43	65	51,19	68	90	78,32	148	198	171,29	0,25	0,43	0,34	0,47	0,6	0,54	0,16	0,26	0,21	NA	NA	NA	-0,6	-0,47	-0,54
vegbasse	2	20140905-691-345	20140905	691-345	338	383	363,6	40	43	41,03	66	73	68,74	160	174	166,46	0,38	0,44	0,41	0,58	0,62	0,6	0,23	0,27	0,25	NA	NA	NA	-0,62	-0,58	-0,6
vegbasse	2	20140905-691-345	20140905	691-345	420	460	435,64	54	56	54,55	82	88	85,73	190	205	194,73	0,33	0,39	0,36	0,55	0,58	0,56	0,21	0,24	0,22	NA	NA	NA	-0,58	-0,55	-0,56
roche	4	20140905-691-345	20140905	691-345	170	262	198,35	64	94	80,67	78	95	85,78	191	311	266,96	-0,03	0,17	0,05	0,45	0,62	0,53	-0,02	0,11	0,03	NA	NA	NA	-0,62	-0,45	-0,53
foret	10	20140905-691-345	20140905	691-345	163	366	266,37	38	59	45,66	61	82	70,71	88	157	125,9	0,19	0,43	0,35	0,38	0,53	0,47	0,13	0,26	0,22	NA	NA	NA	-0,53	-0,38	-0,47
vegbasse	2	20140905-691-345	20140905	691-345	432	480	460,23	57	62	58,81	85	94	88,42	198	227	215,13	0,29	0,36	0,32	0,53	0,59	0,57	0,18	0,22	0,2	NA	NA	NA	-0,59	-0,53	-0,57
ombre	7	20140905-691-345	20140905	691-345	81	213	110,7	30	40	34	54	68	57,44	44	97	54,64	0,32	0,5	0,42	0,13	0,42	0,23	0,2	0,3	0,26	NA	NA	NA	-0,42	-0,13	-0,23
vegbasse	2	20140905-691-345	20140905	691-345	383	426	404,89	43	48	44,8	69	76	72,82	171	199	188,73	0,34	0,43	0,39	0,59	0,64	0,62	0,21	0,26	0,24	NA	NA	NA	-0,64	-0,59	-0,62
nuage	6	20140905-691-345	20140905	691-345	155	521	325,08	43	374	183,44	64	394	204,28	75	394	241,18	0,03	0,36	0,11	0	0,34	0,16	0,02	0,22	0,07	NA	NA	NA	-0,34	0	-0,16
nuage	7	20140905-691-345	20140905	691-345	114	303	165,18	36	52	41	57	75	62,86	57	123	75,64	0,24	0,4	0,34	0,18	0,47	0,29	0,15	0,25	0,21	NA	NA	NA	-0,47	-0,18	-0,29
vegbasse	2	20140905-691-345	20140905	691-345	437	519	475,1	59	64	61,14	87	94	90,8	218	238	230	0,27	0,36	0,31	0,56	0,59	0,58	0,17	0,22	0,2	NA	NA	NA	-0,59	-0,56	-0,58
frange	8	20140905-691-345	20140905	691-345	258	310	285,22	60	84	72,72	85	106	95,83	154	182	168,94	0,18	0,27	0,21	0,36	0,44	0,4	0,11	0,17	0,14	NA	NA	NA	-0,44	-0,36	-0,4
frange	8	20140905-691-345	20140905	691-345	224	286	265,5	52	73	64,05	75	97	86,4	139	167	154,55	0,19	0,3	0,23	0,37	0,47	0,42	0,12	0,19	0,15	NA	NA	NA	-0,47	-0,37	-0,42
ombre	7	20140905-691-345	20140905	691-345	133	226	173,5	33	41	36,22	55	66	60,78	71	109	85,94	0,35	0,51	0,41	0,34	0,48	0,41	0,22	0,31	0,25	NA	NA	NA	-0,48	-0,34	-0,41
ombre	7	20140905-691-345	20140905	691-345	137	254	191,98	33	41	36,95	57	66	62,25	80	119	94,67	0,35	0,51	0,42	0,38	0,52	0,44	0,22	0,31	0,26	NA	NA	NA	-0,52	-0,38	-0,44
foret	10	20140905-691-345	20140905	691-345	129	400	273,77	36	57	44,08	57	82	69,09	72	176	132,08	0,19	0,46	0,36	0,19	0,6	0,5	0,12	0,28	0,22	NA	NA	NA	-0,6	-0,19	-0,5
foret	10	20140905-691-345	20140905	691-345	152	368	260,88	35	72	41,82	57	92	67,53	86	179	127,72	0,19	0,49	0,38	0,36	0,61	0,5	0,12	0,29	0,24	NA	NA	NA	-0,61	-0,36	-0,5
foret	10	20140905-691-345	20140905	691-345	150	404	281,41	40	68	48,59	61	94	72,92	82	179	134,39	0,18	0,41	0,32	0,33	0,58	0,47	0,12	0,25	0,2	NA	NA	NA	-0,58	-0,33	-0,47
foret	10	20140905-691-345	20140905	691-345	157	404	284,75	40	64	46,9	59	83	71,49	88	195	137,05	0,17	0,43	0,33	0,32	0,58	0,49	0,11	0,26	0,21	NA	NA	NA	-0,58	-0,32	-0,49
foret	10	20140905-691-345	20140905	691-345	146	407	292,98	44	80	53,81	64	102	78,68	95	191	147,58	0,07	0,38	0,3	0,29	0,55	0,46	0,05	0,23	0,19	NA	NA	NA	-0,55	-0,29	-0,46
foret	10	20140905-691-345	20140905	691-345	148	413	289,4	44	78	54,98	66	95	79,43	97	185	144,21	0,12	0,38	0,29	0,32	0,55	0,45	0,08	0,23	0,18	NA	NA	NA	-0,55	-0,32	-0,45
foret	10	20140905-691-345	20140905	691-345	165	424	322,28	49	70	57,14	68	95	82,66	111	207	165,68	0,18	0,36	0,29	0,34	0,56	0,48	0,11	0,22	0,18	NA	NA	NA	-0,56	-0,34	-0,48
vegbasse	2	20070925-691-346	20070925	691-346	461	486	482,68	58	63	61,41	96	107	101,43	269	299	283,59	0,38	0,44	0,4	0,62	0,66	0,64	0,23	0,27	0,25	NA	NA	NA	NA	NA	NA
foret	10	20070925-691-346	20070925	691-346	265	431	361,98	49	73	55,57	78	98	86,66	189	252	215,02	0,19	0,43	0,35	0,46	0,64	0,59	0,13	0,26	0,22	NA	NA	NA	NA	NA	NA
nuage	6	20070925-691-346	20070925	691-346	332	479	415,55	77	299	206,18	110	327	221,47	216	351	327,55	-0,02	0,28	0,05	0,08	0,47	0,24	-0,01	0,18	0,04	NA	NA	NA	NA	NA	NA
ombre	7	20070925-691-346	20070925	691-346	175	383	245,67	48	83	58,5	76	109	86,68	106	213	154,92	0,21	0,4	0,31	0,27	0,58	0,45	0,14	0,25	0,2	NA	NA	NA	NA	NA	NA
ombre	7	20070925-691-346	20070925	691-346	253	406	308,28	54	87	67,64	83	113	95,16	150	220	183,72	0,18	0,35	0,27	0,4	0,53	0,46	0,12	0,22	0,17	NA	NA	NA	NA	NA	NA
nuage	6	20070925-691-346	20070925	691-346	366	412	390,12	76	111	95,22	101	134	118,59	226	241	235,41	0,11	0,24	0,17	0,36	0,51	0,43	0,08	0,16	0,11	NA	NA	NA	NA	NA	NA
ombre	7	20070925-691-346	20070925	691-346	183	337	238,96	43	65	51,96	71	93	80,19	106	184	139,03	0,26	0,44	0,35	0,34	0,56	0,45	0,17	0,27	0,22	NA	NA	NA	NA	NA	NA
nuage	6	20070925-691-346	20070925	691-346	255	397	355,61	79	159	122,06	98	167	137,54	164	277	235,33	0,02	0,21	0,1	0,26	0,46	0,32	0,02	0,13	0,06	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	467	486	480,3	55	59	57,6	91	96	93,4	256	266	261,1	0,36	0,4	0,38	0,63	0,65	0,64	0,22	0,25	0,24	NA	NA	NA	NA	NA	NA
foret	10	20070925-691-346	20070925	691-346	267	465	371	48	76	55,25	78	100	87,21	176	242	211,19	0,2	0,44	0,36	0,46	0,64	0,58	0,13	0,27	0,22	NA	NA	NA	NA	NA	NA
foret	10	20070925-691-346	20070925	691-346	272	427	356,82	49	81	55,57	80	103	87,07	172	234	200,39	0,18	0,42	0,36	0,41	0,63	0,57	0,12	0,26	0,22	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	389	456	420,25	52	61	55,79	84	97	91,87	240	282	265,88	0,36	0,43	0,4	0,62	0,68	0,65	0,22	0,26	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	383	442	413,81	54	59	57,17	90	98	93,32	241	267	252,79	0,34	0,43	0,39	0,61	0,66	0,63	0,21	0,26	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	429	486	456,66	55	63	57,57	90	109	93,43	240	284	251,88	0,34	0,44	0,39	0,61	0,65	0,63	0,21	0,27	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	437	486	468,88	56	65	59,75	93	101	96,73	238	258	244,73	0,34	0,41	0,38	0,58	0,63	0,61	0,21	0,25	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-346	20070925	691-346	395	486	437,41	56	62	58,58	87	96	91,51	234	275	248,57	0,3	0,39	0,35	0,6	0,65	0,62	0,19	0,24	0,22	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	338	411	383,57	36	46	40,11	63	79	69,61	154	200	183,74	0,4	0,48	0,44	0,6	0,67	0,64	0,25	0,29	0,27	NA	NA	NA	NA	NA	NA
foret	10	20101004-691-346	20101004	691-346	162	319	247,58	31	54	35,32	51	82	59,45	90	144	116,12	0,25	0,47	0,42	0,38	0,6	0,53	0,16	0,28	0,25	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	387	411	403,67	38	41	39,56	63	71	67,56	156	170	166,11	0,4	0,46	0,43	0,59	0,63	0,62	0,25	0,28	0,26	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	150	356	259,28	29	42	34,48	51	72	60,18	74	155	116,91	0,35	0,53	0,45	0,39	0,63	0,54	0,22	0,32	0,27	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	117	332	251,31	29	110	35,17	52	124	60,8	37	164	109,26	0,07	0,53	0,44	0,12	0,6	0,51	0,05	0,32	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	290	403	355,4	36	42	39,26	61	73	68,52	114	200	158,18	0,38	0,49	0,45	0,49	0,68	0,6	0,23	0,3	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	306	366	335,33	35	39	37,7	61	69	66,25	154	192	171,26	0,42	0,49	0,45	0,61	0,68	0,64	0,25	0,3	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	361	411	398,78	36	43	40,05	63	75	69,26	159	200	172,78	0,4	0,47	0,44	0,6	0,65	0,62	0,25	0,29	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	338	411	383,1	37	46	40,22	64	76	68,87	137	174	155,01	0,37	0,47	0,43	0,55	0,61	0,59	0,23	0,28	0,26	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	322	396	351,05	35	42	37,51	59	69	63,63	152	177	162,88	0,38	0,46	0,42	0,6	0,65	0,63	0,23	0,28	0,26	NA	NA	NA	NA	NA	NA
nuage	6	20101004-691-346	20101004	691-346	263	325	303,86	62	149	112,76	89	162	135,69	142	200	184,51	0,04	0,31	0,15	0,13	0,39	0,25	0,03	0,19	0,1	NA	NA	NA	NA	NA	NA
nuage	6	20101004-691-346	20101004	691-346	258	300	276,79	64	114	87,71	79	140	112	128	171	151,5	0,09	0,33	0,19	0,19	0,34	0,27	0,06	0,2	0,12	NA	NA	NA	NA	NA	NA
nuage	6	20101004-691-346	20101004	691-346	233	279	258,48	46	93	69,86	68	117	95,17	121	161	141,55	0,17	0,31	0,24	0,27	0,45	0,34	0,11	0,19	0,16	NA	NA	NA	NA	NA	NA
ombre	7	20101004-691-346	20101004	691-346	90	271	146,63	26	38	29,85	47	63	52,9	37	113	58,12	0,38	0,51	0,46	0,12	0,5	0,31	0,23	0,31	0,28	NA	NA	NA	NA	NA	NA
ombre	7	20101004-691-346	20101004	691-346	137	230	176,16	29	36	31,67	52	61	55,16	59	98	72,15	0,39	0,49	0,44	0,3	0,48	0,39	0,24	0,29	0,27	NA	NA	NA	NA	NA	NA
nuage	6	20101004-691-346	20101004	691-346	175	411	372,8	38	206	187,15	58	162	155,96	107	200	194,75	-0,19	0,35	-0,11	-0,07	0,49	0,03	-0,14	0,22	-0,08	NA	NA	NA	NA	NA	NA
ombre	7	20101004-691-346	20101004	691-346	59	321	104,84	24	61	28,04	44	77	49,97	22	153	44,51	0,12	0,55	0,47	-0,06	0,62	0,18	0,08	0,32	0,28	NA	NA	NA	NA	NA	NA
foret	10	20101004-691-346	20101004	691-346	158	317	247,54	29	51	35,39	50	75	59,68	77	144	113,87	0,28	0,5	0,42	0,41	0,61	0,52	0,18	0,3	0,26	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	338	390	360,13	34	41	37,84	60	72	65,31	107	186	155,18	0,38	0,47	0,44	0,48	0,65	0,6	0,23	0,29	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	322	411	390	38	51	42,57	66	80	72,21	148	191	174,32	0,36	0,49	0,42	0,56	0,63	0,61	0,22	0,3	0,26	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	321	411	364,69	35	41	38,13	60	72	65,48	153	181	165,13	0,38	0,47	0,43	0,6	0,65	0,62	0,23	0,29	0,26	NA	NA	NA	NA	NA	NA
vegbasse	2	20101004-691-346	20101004	691-346	303	411	380,67	38	49	41,92	63	80	71,38	135	187	168,96	0,36	0,47	0,43	0,53	0,64	0,6	0,23	0,28	0,26	NA	NA	NA	NA	NA	NA
error	99	20101004-691-346	20101004	691-346	204	284	240,02	30	37	33,34	53	63	58,41	132	160	146,98	0,41	0,49	0,45	0,57	0,67	0,63	0,25	0,3	0,27	NA	NA	NA	NA	NA	NA
error	99	20101004-691-346	20101004	691-346	221	303	258,22	32	38	34,89	56	66	61,16	144	169	155,38	0,42	0,48	0,45	0,6	0,66	0,63	0,26	0,29	0,27	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	251	327	286,58	33	38	35,62	58	67	61,97	116	149	133,1	0,4	0,48	0,44	0,54	0,61	0,58	0,25	0,29	0,27	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	248	353	296,85	33	42	35,23	57	70	61,67	122	155	137,77	0,38	0,5	0,45	0,56	0,63	0,59	0,24	0,3	0,27	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	269	334	300,9	33	38	34,84	57	66	61,51	119	139	130,1	0,42	0,5	0,46	0,54	0,6	0,58	0,26	0,3	0,28	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	301	351	327,29	34	38	35,37	59	65	62,46	120	148	138,02	0,43	0,5	0,46	0,52	0,62	0,59	0,26	0,3	0,28	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	267	345	306,28	34	38	35,59	60	66	62,72	122	144	134,57	0,42	0,5	0,45	0,55	0,61	0,58	0,26	0,3	0,28	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	216	403	303,17	32	45	37,69	54	74	63,87	99	200	143,5	0,34	0,48	0,42	0,49	0,67	0,58	0,21	0,29	0,26	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	201	361	299,67	30	46	36,84	54	77	62,95	94	159	131,8	0,36	0,48	0,43	0,48	0,61	0,56	0,22	0,29	0,26	NA	NA	NA	NA	NA	NA
destructure	12	20101004-691-346	20101004	691-346	229	384	298,29	32	51	38,31	54	82	64,55	101	166	130,95	0,33	0,47	0,42	0,42	0,61	0,55	0,21	0,29	0,26	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	241	285	260,57	85	106	95,91	104	117	110,74	214	264	238,09	0,07	0,19	0,11	0,39	0,46	0,43	0,05	0,12	0,07	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	277	299	289,4	83	99	90,2	105	117	109	230	257	242,4	0,12	0,18	0,14	0,43	0,48	0,46	0,08	0,12	0,09	NA	NA	NA	NA	NA	NA
foret	10	20081104-692-343	20081104	692-343	271	460	364,61	56	85	63,48	89	110	97,53	167	227	196,74	0,16	0,4	0,34	0,42	0,56	0,51	0,11	0,24	0,21	NA	NA	NA	NA	NA	NA
nuage	6	20081104-692-343	20081104	692-343	251	476	410,24	72	332	233,34	100	362	261,62	218	368	335,76	0,05	0,28	0,09	0,01	0,51	0,19	0,04	0,18	0,06	NA	NA	NA	NA	NA	NA
ombre	7	20081104-692-343	20081104	692-343	122	396	192,7	45	68	50,75	72	102	80,42	73	191	102,95	0,27	0,42	0,37	0,21	0,53	0,32	0,17	0,26	0,23	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	354	378	363,52	78	125	108,52	112	157	141,18	221	238	229,55	0,16	0,28	0,2	0,31	0,48	0,36	0,1	0,18	0,13	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	344	414	367,39	69	119	92,6	102	148	123,28	204	234	223,06	0,17	0,31	0,23	0,32	0,51	0,42	0,11	0,19	0,14	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	283	364	316,57	69	98	83,04	100	127	112,77	186	221	204,83	0,19	0,31	0,24	0,39	0,48	0,42	0,12	0,19	0,15	NA	NA	NA	NA	NA	NA
ombre	7	20081104-692-343	20081104	692-343	195	329	238,53	51	75	59,35	81	107	89,24	102	180	134,22	0,27	0,38	0,32	0,31	0,47	0,38	0,17	0,24	0,2	NA	NA	NA	NA	NA	NA
vegbasse	2	20081104-692-343	20081104	692-343	404	513	465,71	62	68	65,09	102	110	106,18	214	259	240,95	0,34	0,43	0,39	0,53	0,6	0,57	0,21	0,26	0,24	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	183	307	221,41	73	103	87,16	91	119	102,89	217	309	278,97	0,06	0,24	0,13	0,43	0,61	0,52	0,04	0,15	0,08	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	203	265	230,51	86	105	95,98	100	115	107,46	254	334	298,07	0,04	0,15	0,09	0,47	0,58	0,51	0,03	0,1	0,06	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	179	299	212,61	69	93	79,32	86	109	96,54	202	334	284,61	0,1	0,21	0,15	0,43	0,66	0,56	0,06	0,14	0,1	NA	NA	NA	NA	NA	NA
roche	4	20081104-692-343	20081104	692-343	418	452	438,36	65	71	68,23	102	110	105,41	232	244	238,55	0,3	0,37	0,34	0,54	0,57	0,56	0,19	0,23	0,21	NA	NA	NA	NA	NA	NA
vegbasse	2	20081104-692-343	20081104	692-343	434	504	473,63	62	72	67,86	100	117	109,18	219	240	231,39	0,35	0,4	0,38	0,52	0,57	0,55	0,22	0,25	0,23	NA	NA	NA	NA	NA	NA
vegbasse	2	20081104-692-343	20081104	692-343	458	513	494,08	61	71	64,34	97	112	104,42	234	264	250,25	0,35	0,41	0,39	0,55	0,62	0,59	0,21	0,25	0,24	NA	NA	NA	NA	NA	NA
foret	10	20081104-692-343	20081104	692-343	213	498	359,3	49	78	58,54	79	109	93,31	146	224	189,43	0,24	0,45	0,37	0,43	0,59	0,53	0,15	0,27	0,23	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	317	402	362,19	58	160	95,81	91	190	127,22	196	289	250,41	0,11	0,39	0,23	0,27	0,59	0,45	0,08	0,24	0,15	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	338	406	369,19	61	199	118,67	94	228	149,34	209	319	264,11	0,1	0,36	0,2	0,22	0,57	0,4	0,06	0,22	0,13	NA	NA	NA	NA	NA	NA
ombre	7	20081104-692-343	20081104	692-343	132	392	231,23	41	72	51,53	71	109	82,4	83	202	131,79	0,23	0,46	0,38	0,3	0,57	0,43	0,15	0,28	0,23	NA	NA	NA	NA	NA	NA
frange	8	20081104-692-343	20081104	692-343	319	390	350,76	56	100	76,94	89	132	109,46	196	243	222,32	0,19	0,37	0,28	0,41	0,57	0,49	0,12	0,23	0,18	NA	NA	NA	NA	NA	NA
destructure	12	20081104-692-343	20081104	692-343	285	494	387,24	51	78	59,06	84	115	95,06	172	254	216,41	0,27	0,46	0,38	0,49	0,62	0,57	0,17	0,28	0,23	NA	NA	NA	NA	NA	NA
destructure	12	20081104-692-343	20081104	692-343	293	472	391,41	55	82	61,74	89	112	98,13	195	256	222,3	0,21	0,43	0,37	0,5	0,61	0,56	0,14	0,26	0,23	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-343	20091017	692-343	118	318	221,95	23	50	30,95	45	68	54,37	70	133	102,36	0,2	0,56	0,45	0,37	0,63	0,53	0,13	0,33	0,27	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-343	20091017	692-343	133	301	214,27	25	49	31,1	45	70	54,14	76	125	102,2	0,26	0,56	0,44	0,38	0,63	0,53	0,17	0,33	0,27	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	110	187	138,18	42	66	51,59	54	76	63,22	129	244	208,98	0,06	0,26	0,16	0,44	0,69	0,6	0,04	0,17	0,1	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-343	20091017	692-343	116	300	207,81	23	53	31,04	43	68	54,1	66	136	99,93	0,16	0,56	0,45	0,42	0,6	0,53	0,1	0,33	0,27	NA	NA	NA	NA	NA	NA
nuage	6	20091017-692-343	20091017	692-343	180	262	227,41	35	103	61,93	57	124	83,64	98	167	135,04	0,13	0,42	0,25	0,24	0,53	0,38	0,09	0,26	0,16	NA	NA	NA	NA	NA	NA
nuage	6	20091017-692-343	20091017	692-343	178	268	231,68	46	112	82,52	70	133	101,8	122	188	165,24	0,11	0,33	0,16	0,23	0,47	0,34	0,07	0,21	0,11	NA	NA	NA	NA	NA	NA
ombre	7	20091017-692-343	20091017	692-343	75	138	97	22	41	27,86	43	57	47,68	36	98	54,83	0,26	0,56	0,44	0,18	0,47	0,31	0,16	0,33	0,27	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	129	208	153,62	43	63	55,76	57	74	65,87	155	272	222,44	0,06	0,27	0,13	0,45	0,7	0,59	0,04	0,17	0,08	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	118	178	156,11	38	59	50,64	52	71	64,75	105	160	139,45	0,11	0,33	0,19	0,41	0,52	0,47	0,07	0,2	0,12	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	133	240	172,38	41	69	53,31	59	76	65,93	126	263	189,8	0,04	0,33	0,16	0,46	0,66	0,56	0,03	0,2	0,11	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	131	200	157,91	37	65	47,73	57	71	62,33	110	233	157,45	0,06	0,38	0,21	0,43	0,62	0,53	0,04	0,24	0,14	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	151	217	183,79	39	65	54,17	60	74	67,38	118	241	179,34	0,06	0,34	0,17	0,46	0,6	0,53	0,04	0,21	0,11	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	140	221	172,77	35	53	43,25	56	71	62,84	90	148	113,89	0,17	0,42	0,29	0,38	0,52	0,45	0,11	0,26	0,19	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-343	20091017	692-343	121	335	227,11	23	51	30,3	43	66	53,58	70	163	101,86	0,19	0,61	0,46	0,38	0,63	0,54	0,12	0,35	0,28	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	153	202	173,24	38	66	49,27	57	74	63,76	129	190	160,86	0,08	0,35	0,2	0,47	0,6	0,53	0,05	0,22	0,13	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	283	378	345,23	31	37	34,5	57	66	63,03	117	167	154,2	0,44	0,51	0,49	0,58	0,66	0,63	0,27	0,31	0,29	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	303	416	367,2	30	35	33,27	57	65	61,59	120	172	154,49	0,46	0,56	0,5	0,56	0,68	0,64	0,28	0,33	0,3	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	301	397	363,81	31	37	33,87	56	65	61,87	129	176	155,96	0,42	0,52	0,49	0,59	0,68	0,64	0,26	0,31	0,29	NA	NA	NA	NA	NA	NA
nuage	6	20091017-692-343	20091017	692-343	208	363	298,31	33	223	142,75	54	241	163,28	101	300	222,54	0,05	0,43	0,12	0,13	0,53	0,24	0,03	0,26	0,08	NA	NA	NA	NA	NA	NA
nuage	6	20091017-692-343	20091017	692-343	213	273	248,91	46	99	72,85	66	118	94,43	118	188	153,85	0,12	0,35	0,21	0,28	0,48	0,36	0,08	0,22	0,13	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	285	386	353,13	29	38	34,01	54	66	61,62	117	168	153,74	0,38	0,56	0,48	0,59	0,67	0,64	0,24	0,33	0,29	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	277	348	317,11	31	39	35,8	57	65	61,04	128	161	149,3	0,36	0,5	0,43	0,57	0,65	0,61	0,22	0,3	0,26	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-343	20091017	692-343	288	363	340,55	31	37	33,65	57	66	60,55	125	157	140,4	0,44	0,51	0,47	0,54	0,65	0,61	0,27	0,31	0,29	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-343	20091017	692-343	144	311	223,48	25	41	30,07	45	65	53,54	74	138	99,38	0,28	0,56	0,46	0,41	0,63	0,53	0,18	0,33	0,28	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	116	185	136,73	42	59	49,16	54	68	61,27	167	264	234,53	0,08	0,26	0,17	0,55	0,7	0,65	0,06	0,17	0,11	NA	NA	NA	NA	NA	NA
roche	4	20091017-692-343	20091017	692-343	116	206	153,39	42	86	53,5	56	90	65,85	141	290	222,32	0,03	0,35	0,16	0,5	0,71	0,61	0,02	0,22	0,11	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-344	20091017	692-344	307	387	347,43	33	39	35,84	57	66	62,63	138	168	157,35	0,38	0,51	0,45	0,58	0,66	0,63	0,24	0,31	0,27	NA	NA	NA	NA	NA	NA
foret	10	20091017-692-344	20091017	692-344	119	314	227,61	23	46	30,3	43	68	53,37	65	134	101,36	0,28	0,56	0,46	0,35	0,62	0,54	0,18	0,33	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-344	20091017	692-344	288	338	314,63	37	42	38,32	62	71	64,41	144	173	159,85	0,34	0,47	0,41	0,56	0,64	0,61	0,21	0,28	0,25	NA	NA	NA	NA	NA	NA
vegbasse	2	20091017-692-344	20091017	692-344	282	385	331,65	31	42	36,66	57	68	63,27	137	172	156,45	0,36	0,54	0,44	0,55	0,66	0,62	0,23	0,32	0,27	NA	NA	NA	NA	NA	NA
